"","X","publisher","journal","role","editor","affiliation","url","date"
"2377",2377,"iMedPub","Nano Research & Applications","","Dr. Ahmed Kadhim Hussein","Assistant Professor, Department of Mechanical Engineering, University of Babylon, Republic of Iraq","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2378",2378,"iMedPub","Nano Research & Applications","","Dr. Dalvinder Singh Grewal","Professor, Dean of Desh Bhagat University, Punjab, India","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2379",2379,"iMedPub","Nano Research & Applications","","Dr. A.S. Khanna","Department of Metallurgical Engineering, IIT Bombay, India","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2380",2380,"iMedPub","Nano Research & Applications","","Dr. Kwun Nam HUI","Assistant professor, Institute of Applied Physics and Materials Engineering, University of Macau, China","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2381",2381,"iMedPub","Nano Research & Applications","","Dr. Hanan Ramadan Hamad Mohamed","Faculty of Science, Cairo University, Egypt","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2382",2382,"iMedPub","Nano Research & Applications","","Dr. Abeer Salah Eldeen Ibraheem Elsherbiny","Assistant professor of Physical Chemistry, Egypt","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2383",2383,"iMedPub","Nano Research & Applications","","Dr. Kalyanjyoti Deori","Assistant Professor, Department of Chemistry, University of Delhi, (North Campus), New Delhi, India","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2384",2384,"iMedPub","Nano Research & Applications","","Xiaoxin Ye","Department of Composite Materials Processing, Joining and Welding Institute (JWRI), Osaka University, Japan","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2385",2385,"iMedPub","Nano Research & Applications","","Vahid Jabbari","Department of Chemistry, Southern Methodist University (SMU), Dallas, TX, USA","https://nanotechnology.imedpub.com/editors.php","2021-05-19"
"2386",2386,"iMedPub","Neurosciences & Brain Imaging","Editor in chief","Dr. Mirko Diksic","Professor Emeritus, Department of Neurology and Neurosurgery, McGill University, Montreal.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2387",2387,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Aihua Chen","Professor, Institute of Brain Functional Genomics,East China Normal University, Shanghai, China.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2388",2388,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Krupa Manish Torne","Consultant Paediatric Neurologist - Head of the Neurosciences Department, Surya Hospita, India.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2389",2389,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Mark Tricklebank","Wellcome Trust Research Fellow, Department of Neuro imaging Sciences, Institute of psychiatry, Psychology and Neuroscience, London.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2390",2390,"iMedPub","Neurosciences & Brain Imaging","Editor","Vikas Aggarwal","Pharmacovigilance Analyst, Parexel International, Chandigarh, India.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2391",2391,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Jigar Jogia","Chartered Psychologist (C Psychol), Associate Professor of Psychology, American University, Dubai.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2392",2392,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Nobuhiko Miyazawa","Director of PET Center, Kofu Neurosurgical Hospital, Japan.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2393",2393,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. KlÃ©ber Eduardo GonzÃ¡lez EcheverrÃ­a","Vascular Neurosurgeon, Federal University of SÃ£o Paulo, Brazil.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2394",2394,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Kamran Hafeez","Consultant Orthopedic Surgeon, Buraidah Central Hospital, Saudi Arabia.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2395",2395,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Walid Ismail El Shahat Aly Attia","Consultant Neurosurgery, Departments of Neurosurgery, National Neuroscience Institute, Saudi Arabia.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2396",2396,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Yudong Zhang","Professor and Doctoral Advisor, School of Computer Science and Technology, Nanjing Normal University, China.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2397",2397,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. P. Kalavathi","Associate Professor, Dept. of Computer Science &amp; Applications, Gandhigram Rural Institute-Deemed University, India.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2398",2398,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Bianca P. Acevedo","Assistant Researcher, Neuroscience Research Institute, University of California, US.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2399",2399,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Majid Reza Farrokhi","Professor of Neurosurgery and Head of Shiraz Neuroscience Research Center in Shiraz University of Medical Sciences, Iran.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2400",2400,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Hsien-Yuan Lane","Director, Graduate Institute of Biomedical Sciences, Central Michigan University, Michigan, US.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2401",2401,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Kinjal Desai","General &amp; Vascular Neurologist, Neurointensivist Telemedicine Neurologist, Texas, US.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2402",2402,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Ãngel Molina LeÃ³n","Soecialist Physician, Neurophysiology clinic, Medical Centre Virgen de la Caridad, Spain.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2403",2403,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Anwen Shao","Department of Neurosurgery, The Second Affiliated Hospital of Zhejiang University School of Medicine, Hangzhou, China","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2404",2404,"iMedPub","Neurosciences & Brain Imaging","Editor","Dr. Marcos Roberto Tovani Palone","Department of Pathology and Legal Medicine, RibeirÃ£o Preto Medical School, University of SÃ£o Paulo, RibeirÃ£o Preto, SP, Brazil.","https://www.imedpub.com/neurosciences-brain-imaging/editors.php","2021-05-19"
"2405",2405,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Stefano Olmi","Department of General and Oncologic Surgery,
Centre of Laparoscopic and Mini-invasive Surgery - Centre of Bariatric and Metabolic Surgery
Policlinico San Marco - Istituti Ospedalieri Bergamaschi - GSD
University of Milan / Vita-Salute San Raffaele University of Milan (Italy)","https://obesity.imedpub.com/editors.php","2021-05-19"
"2406",2406,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Milad Dodangeh","Professor in the school of medicine ,Iran University of Medical Sciences, Tehran, Iran.","https://obesity.imedpub.com/editors.php","2021-05-19"
"2407",2407,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Jan Michiels","Blood Coagulation &amp; Vascular Medicine Center
Clinical and Molecular Genetics Blood &amp; Coagulation Research
University Hospitals Antwerp, Brussels and Martin-Bratislava","https://obesity.imedpub.com/editors.php","2021-05-19"
"2408",2408,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Molnar, DÃ©nes","Professor, Department of Pediatrics, University of PÃ©cs Medical School
Szigeti str 12, H-7624 PÃ©cs, Hungary","https://obesity.imedpub.com/editors.php","2021-05-19"
"2409",2409,"iMedPub","Journal of Obesity & Eating Disorders","Editor","John A Dawson","Biostatistician, Texas Tech University, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2410",2410,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Sarah E. Jackson","Research Psychologist, Department of Epidemiology and Public Health, University College London, London, UK","https://obesity.imedpub.com/editors.php","2021-05-19"
"2411",2411,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Kyuzi Kamoi","Center of Diabetes and Endocrine &amp; Metabolism Disease, Nagaoka Red Cross Hospital, Japan","https://obesity.imedpub.com/editors.php","2021-05-19"
"2412",2412,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Peta Stapleton","Assistant Professor, Program Director Masters of Clinical Psychology
School of Psychology, Bond University, Australia","https://obesity.imedpub.com/editors.php","2021-05-19"
"2413",2413,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Giulia Fioravanti","Department of Health Sciences, Psychology and Psychiatry Unit, University of Florence, Italy","https://obesity.imedpub.com/editors.php","2021-05-19"
"2414",2414,"iMedPub","Journal of Obesity & Eating Disorders","Editor","XIN WEN","Developmental Neurobiology Section, NHLBI, NIH, Bethesda, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2415",2415,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Jie Tang","Assistant Professor, Medicine-Renal Med Diseases &amp; Hypertension, University of Colorado Hospital, Denver Health Medical Center, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2416",2416,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Ling Zhao","Department of Nutrition, University of Tennessee Knoxville, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2417",2417,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Viral N. Shah","Assistant Professor of Medicine &amp; Pediatrics, Barbara Davis center for Diabetes, Adult clinic, Aurora, Colorado, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2418",2418,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Mohamad Mokadem","Department of Internal Medicine, Division of Digestive and Liver Diseases, University of Iowa Carver College of Medicine, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2419",2419,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Mercedes Sotos Prieto","Department of Nutrition, Harvard Chan School of Public Health, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2420",2420,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Ray Marks","Adjunct Professor of Health Education, Columbia University, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2421",2421,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Monica Sethi","Department of Surgery, Division of Bariatric Surgery, New York University Medical Center, USA
","https://obesity.imedpub.com/editors.php","2021-05-19"
"2422",2422,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Daniel Lopez Hernandez ","Department of Epidemiology and Biostatistical Center for
Research and Continuing Education, Mexico","https://obesity.imedpub.com/editors.php","2021-05-19"
"2423",2423,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Maya Vadiveloo","Harvard School of Public Health, Harvard University, Department of Nutrition NIH,Boston, USA","https://obesity.imedpub.com/editors.php","2021-05-19"
"2424",2424,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Michael Chia","Professor of Paediatric Exercise Physiology, Physical Education &amp; Sports Science, Nanyang Technological University, Singapore","https://obesity.imedpub.com/editors.php","2021-05-19"
"2425",2425,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Jarmila Vojtkovai","Department of Pediatrics, Comenius University in Bratislava, Jessenius Faculty of Medicine and University Hospital in Martin, Slovakia","https://obesity.imedpub.com/editors.php","2021-05-19"
"2426",2426,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Isaias Dichi","Department of Internal Medicine, Rua Robert Koch, University of Londrina, Londrina, Brazil","https://obesity.imedpub.com/editors.php","2021-05-19"
"2427",2427,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Raquel Cristina Lopes Assis Coelho","Hospital e Maternidade SÃ£o JosÃ©, Brazil.","https://obesity.imedpub.com/editors.php","2021-05-19"
"2428",2428,"iMedPub","Journal of Obesity & Eating Disorders","Editor","Monica Tarcea","Department of Community Nutrition and Food safety, University of Medicine and Pharmacy Tirgu-Mures, Romania
","https://obesity.imedpub.com/editors.php","2021-05-19"
"2429",2429,"iMedPub","Journal of Organic & Inorganic Chemistry","Editorial Board Member","Damoder Reddy.M","PhD
Research Scientist
1050 Union University Drive, Jackson, Tennessee, USA-38305","https://organic-inorganic.imedpub.com/editors.php","2021-05-19"
"2430",2430,"iMedPub","Journal of Organic & Inorganic Chemistry","Editorial Board Member","Abbas Amini,","Assistant Professor
School of Computing, Engineering and Mathematics,Western Sydney University
Sydney, Australia","https://organic-inorganic.imedpub.com/editors.php","2021-05-19"
"2431",2431,"iMedPub","Journal of Organic & Inorganic Chemistry","Editorial Board Member","Shiyue Fang","Department of Chemistry, Michigan Technological University, Houghton, Michigan, USA","https://organic-inorganic.imedpub.com/editors.php","2021-05-19"
"2432",2432,"iMedPub","Journal of Organic & Inorganic Chemistry","Editorial Board Member","Yuan Sun","Department of Chemistry and Biochemistry, The Ohio State University, Columbus, USA","https://organic-inorganic.imedpub.com/editors.php","2021-05-19"
"2433",2433,"iMedPub","Journal of Organic & Inorganic Chemistry","Editorial Board Member","Philippe Boutinaud","National Graduate School of Chemistry of Clermont-Ferrand (ENSCCF), France","https://organic-inorganic.imedpub.com/editors.php","2021-05-19"
"2434",2434,"iMedPub","Journal of Organic & Inorganic Chemistry","Editorial Board Member","Mary Grellier","Paul Sabatier University, Toulouse, France","https://organic-inorganic.imedpub.com/editors.php","2021-05-19"
