publisher	journal	role	editor	orcid	affiliation	url	date
Hindawi	Security and Communication Networks	Academic Editors	Wenjuan Li	0000-0003-1739-6876	Hong Kong Polytechnic University, Hong Kong	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Kaitai Liang	NA	University of Surrey, United Kingdom	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	"Xueqin	 Liang	"	NA	Aalto University, Finland	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Zhe Liu	NA	University of Waterloo, Canada	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	"Guangchi	 Liu	"	NA	Stratifyd, USA	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Flavio Lombardi	NA	CNR, Italy	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Pascal Lorenz	0000-0003-3346-7216	Universiy of Haute Alsace , France	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Yang Lu	NA	Nanjing Normal University, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Leandros Maglaras	0000-0001-5360-9782	De Montfort University, United Kingdom	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Vincente Martin	NA	Universidad Politécnica de Madrid, Spain	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Barbara Masucci	0000-0002-1570-8576	University of Salerno, Italy	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Jimson Mathew	NA	University of Bristol, United Kingdom	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Weizhi Meng	NA	Technical University of Denmark, Denmark	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Laura Mongioi	0000-0003-2341-0996	University of Catania, Italy	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Raul Monroy	0000-0002-3465-995X	ITESM, Mexico	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Rebecca Montanari	NA	University of Bologna, Italy	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Leonardo Mostarda	NA	Camerino University, Italy	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Mohamed Nassar	NA	Department of Computer Science Modern University for Business and Science (MUBS) , Lebanon	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Shah Nazir	0000-0003-0126-9944	University of Swabi, Pakistan	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Qiang Ni	NA	Lancaster University, United Kingdom	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Mahmood Niazi	0000-0001-7318-7644	King Fahd University of Petroleum and Minerals, Saudi Arabia	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Petros Nicopolitidis	0000-0002-5059-3145	Aristotle University of Thessaloniki, Greece	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Vijayakumar Pandi	NA	University College of Engineering, Tindivanam, Tamil Nadu, India	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	A. Peinado	0000-0003-1183-736X	ETSI Telecomunicación University of Málaga , Spain	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Gerardo Pelosi	0000-0002-3812-5429	Politecnico di Milano  , Italy	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Gregorio Martinez Perez	0000-0001-5532-6604	University of Murcia, Spain	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Pedro Peris-Lopez	0000-0001-6943-0760	Carlos III University of Madrid, Spain	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Carla Ràfols	NA	Horst-Görtz Institute for IT Security and Faculty of Mathematics Ruhr-Universität Bochum , Germany	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Francesco Regazzoni	NA	University of Lugano, Switzerland	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Abdalhossein Rezai	0000-0001-8529-499X	ACECR, Iran	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Helena Rifà-Pous	NA	Universitat Oberta de Catalunya, Spain	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Arun Kumar Sangaiah	NA	VIT University, India	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Neetesh Saxena	NA	Cardiff University, United Kingdom	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Savio Sciancalepore	NA	Eindhoven University of Technology, The Netherlands	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Young-Ho Seo	0000-0003-1046-395X	Kwangwoon University, Republic of Korea	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	De Rosal Ignatius Moses Setiadi	NA	Dian Nuswantoro Univ, Dept Informat Engn, Semarang, Indonesia, Indonesia	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Wenbo Shi	NA	Northeastern University, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Ghanshyam Singh	NA	University of Johannesburg, South Africa, South Africa	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Daniel Slamanig	NA	AIT Austrian Institute of Technology  , Austria	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Salvatore Sorce	0000-0003-1976-031X	University of Palermo, Italy	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Abdulhamit Subasi	NA	Effat University, Saudi Arabia	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Zhiyuan Tan	0000-0001-5420-2554	Edinburgh Napier University, United Kingdom	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Farhan Ullah	NA	Northwestern Polytechnical University, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Fulvio Valenza	0000-0002-8471-3029	Politecnico di Torino, Italy	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Sitalakshmi Venkatraman	0000-0002-2772-133X	sitavenkat@melbournepolytechnic.edu.au, Australia	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Guojun Wang	NA	Guangzhou University, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Jinwei Wang	NA	Nanjing University of Science and Technology, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Qichun Wang	NA	Nanjing Normal University, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Hu Xiong	0000-0001-6137-6667	University of Electronic Science and Technology of China, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Xuehu Yan	0000-0001-6388-1720	National University of Defense Technology, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Anjia Yang	0000-0002-7958-6571	Jinan University, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Qing Yang	0000-0002-0683-5848	University of North Texas, USA	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Yu Yao	0000-0001-5458-541X	Northeastern University, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Yinghui Ye	NA	Xi'an University of Posts and Telecommunications, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Kuo-Hui Yeh	NA	National Dong Hwa University, Taiwan	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Yong Yu	NA	Shaanxi Normal University, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Xiaohui Yuan	0000-0001-6897-4563	University of North Texas, USA	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Sherali Zeadally	NA	University of Kentucky, USA	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Leo Y. Zhang	NA	Deakin University, Australia	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Tao Zhang	NA	Macau University of Science and Technology, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Zhili Zhou	0000-0002-5641-7169	Nanjing University of Information Science and Technology, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Security and Communication Networks	Academic Editors	Youwen Zhu	NA	Nanjing University of Aeronautics and Astronautics, China	https://www.hindawi.com/journals/scn/editors/	2022-01-04
Hindawi	Shock and Vibration	Chief Editor	Huu-Tai Thai	0000-0002-4461-9548	The University of Melbourne, Australia	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Associate Editors	Ivo Caliò	NA	Universita di Catania, Italy	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Associate Editors	Nawawi Chouw	0000-0001-6584-822X	University of Auckland, New Zealand	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Associate Editors	Longjun Dong	0000-0002-0908-1009	Central South University, China	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Associate Editors	Farzad Ebrahimi	0000-0001-9091-4647	Imam Khomeini International University, Iran	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Associate Editors	Mickaël Lallart	0000-0002-6907-5946	Instituts Nationaux des Sciences Appliquees , France	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Associate Editors	Vadim V. Silberschmidt	0000-0003-3338-3311	Loughborough University, United Kingdom	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Associate Editors	Mario Terzo	0000-0001-8808-0743	University of Naples Federico II, Italy	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Associate Editors	Angelo Marcelo Tusset	0000-0003-3144-0407	Federal University of Technology – Paraná, Brazil	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Omid A. Yamini	0000-0002-5489-8931	Department of Civil Engineering, K. N. Toosi University of Technology, Tehran, Iran, Iran	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Maher Abdelghani	NA	Department of Mechanical Engineering ISSAT-University of Sousse , Tunisia	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Mohamed A. A. Abdelkareem	0000-0003-0291-2532	Automotive and Tractors Engineering Department, Faculty of Engineering, Minia University, El-Minia 61519, Egypt	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Haim Abramovich	NA	Faculty of Aerospace Engineering, Technion, Israel Institute of Technology  , Israel	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Desmond Adair	0000-0003-4785-7944	Nazarbayev University, Kazakhstan	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Manuel Aenlle Lopez	0000-0002-7538-2758	University of Oviedo, Spain	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Brij N. Agrawal	NA	Naval Postgraduate School Monterey, USA	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Ehsan Ahmadi	NA	Faculty of Engineering and Physical Sciences University of Southampton , United Kingdom	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Felix Albu	0000-0002-3240-809X	Valahia University of Targoviste, Romania	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Marco Alfano	NA	University of Calabria, Italy	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Sara Amoroso	NA	University of Chieti-Pescara, Italy	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	P. Antonaci	0000-0002-3146-9106	Department of Structural Geotechnical and Building Engineering Politecnico di Torino, Italy	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Sumeet S. Aphale	NA	University of Aberdeen, United Kingdom	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	José V. Araújo dos Santos	NA	Instituto Superior Técnico, Universidade de Lisbon, Portugal	https://www.hindawi.com/journals/sv/editors/	2022-01-04
Hindawi	Shock and Vibration	Academic Editors	Jorge P. Arenas	NA	Universidad Austral de Chile, Chile	https://www.hindawi.com/journals/sv/editors/	2022-01-04
